description,poster,rating,title,votes
"The 3 Kisugi sisters, Rui, Hitomi and Ai run the Cat's Eye Cafe. They are the daughters of Michael Heinz, a painter who mysteriously disappeared in the seventies. In order to find out what happened to him, they steal each item of their father's collection from their new various owners. They send out cards labeled ""Cat's Eye"" to the police warning them every time they ...","https://m.media-amazon.com/images/M/MV5BZWYwNjRiZDgtMjU3Mi00ZTI3LWE3YTYtZTA0Yjc4OWEzMGRmXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg",7.3,Cat's Eye,838
"Alesha Popovich has to catch Tugarin Zmey and bring back the stolen money money with the help of a talking Horse (which talks all the time and has an opinion on everything), a wise granny, a donkey and a beauty Lyubava.","https://m.media-amazon.com/images/M/MV5BMjE3MzI0NDcxNl5BMl5BanBnXkFtZTcwNzI2NzU0MQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",7.2,Alyosha Popovich i Tugarin Zmey,2.6K
"Black Bolt and his Royal Family, Medusa, Karnak, Gorgon, Triton, Crystal, Maximus the Mad and Lockjaw, try to protect the city of Attilan from enemies within and outside.","https://m.media-amazon.com/images/M/MV5BNjEzZGQ4NzktMGZlOS00MWQxLWI4MTMtMDE4ZTBiNjRlNDg0XkEyXkFqcGdeQXVyMjMxMDM2NjY@._V1_QL75_UY281_CR8,0,190,281_.jpg",6.6,Inhumans,400
A youth embarks on a journey to find his missing grandmother and prove that Santa Claus is real.,"https://m.media-amazon.com/images/M/MV5BNDQ5OTUzODE4NV5BMl5BanBnXkFtZTgwOTU2NTAwNzE@._V1_QL75_UY281_CR4,0,190,281_.jpg",4.5,Grandma Got Run Over by a Reindeer,1.7K
"A brilliant analogy to life on Earth, Happiness tells the story of a rodent's unrelenting quest for happiness and fulfillment.","https://m.media-amazon.com/images/M/MV5BMTZmODVmNTMtNjRlOC00NDUzLTlkMzctMjRmOTBmZjVkNmMzXkEyXkFqcGdeQXVyNDc1MTI2OTU@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.7,Happiness,1.3K
"Medical doctor Kage meets a rebellious Kuga through mafia boss Yashiro. Kage sees some scars on Kuga's body, and becomes attracted to him.","https://m.media-amazon.com/images/M/MV5BY2FhN2VmMzMtYTBiMC00YTcwLWI2ODItY2I5NDNkZTFjNzUzXkEyXkFqcGdeQXVyMTMxNDQyNjM5._V1_QL75_UY281_CR4,0,190,281_.jpg",7.7,Saezuru Tori wa Habatakanai: Don't Stay Gold,42
"When two tiny people reunite fifteen years after their village was ransacked by a giant, they learn that they were very special people in the village.","https://m.media-amazon.com/images/M/MV5BMTY2MjIyNzgxNF5BMl5BanBnXkFtZTcwMzM3MDQyMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.1,The Adventures of Tom Thumb & Thumbelina,629
"Set of characters in a smoking lounge reflect over daily existence, societal curiosities conversing about various topics with people they have never met before.","https://m.media-amazon.com/images/M/MV5BMjA3MjgwMTc4OV5BMl5BanBnXkFtZTgwOTkzMDQ1NDE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.4,Midnight Delight,57
Tintin travels to Peru to rescue some archaeologists from an old inca curse.,"https://m.media-amazon.com/images/M/MV5BYWJmYjQzMTItY2JjNS00NGFmLTkzMGItZWUzMGZmZmEzNDVmXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UY281_CR10,0,190,281_.jpg",6.8,Tintin et le temple du soleil,2K
"A series of 5-minute line animations (drawn in the rough style and with the minimalist plots of David Lynch's The Angriest Dog in the World comic strip) featuring an angry and violent Neanderthal, and his family and neighbors.","https://m.media-amazon.com/images/M/MV5BMTUyOTU3MTM3N15BMl5BanBnXkFtZTcwNjAwMzE2MQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.3,DumbLand,2.8K
"Donald's goes on an adventure in which it is explained how mathematics can be useful in real life. Through this journey it is shown how numbers are more than graphs and charts, they are geometry, music and magical living things.","https://m.media-amazon.com/images/M/MV5BMjA5ODY0ODExOV5BMl5BanBnXkFtZTcwOTI2MDAwMw@@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.9,Donald in Mathmagic Land,2.2K
"Fu is telepathically given the ultimate kung fu power after rescuing a martial arts master from a fatal attack with the promise that he would return the tablet to his daughter, Penny.","https://m.media-amazon.com/images/M/MV5BMTc5NTc5OTM1M15BMl5BanBnXkFtZTcwMjgyNzE2OQ@@._V1_QL75_UY281_CR7,0,190,281_.jpg",3.1,Tu xia chuan qi,585
"When a mysterious black goop reaches his idyllic undersea town, a brave and selfless parrot fish must cross the ocean to find its source and fix it before his coral reef is destroyed.","https://m.media-amazon.com/images/M/MV5BMTNhZjdmNTAtYmM2Mi00OTBkLWJhOWItYmI1MzJhYjczNzRlXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_QL75_UY281_CR8,0,190,281_.jpg",3.4,Go Fish,128
"Kara is a visually stunning and emotional PS3 technology which is here ""represented"" by a female android who becomes self conscious.","https://m.media-amazon.com/images/M/MV5BODFiZWZiMmMtNDk2Zi00YWQ0LWJjZDgtMGNiMmFhMjc5ZjdmXkEyXkFqcGdeQXVyNDQ5MDYzMTk@._V1_QL75_UX190_CR0,2,190,281_.jpg",8.3,Kara,1K
"Nobita accidentally found a fossil dinosaur egg mixed with rocks in the dinosaur fossil exhibition site that he had visited before. He returned it to its original state with the ""Time blanket"". After hatching, the egg hatches a new species of dinosaur that is not named in the Cosmic Encyclopedia and names them Kyu and Myu Although they want to take care of them secret...","https://m.media-amazon.com/images/M/MV5BNjVlMjc2YTctMzIxOC00Nzc1LWIyOGEtNmU5NzAzZGVhYzJlXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UY281_CR5,0,190,281_.jpg",7.4,Eiga Doraemon: Nobita no shin kyôryû,832
"From the creator of ""Bear in the Big Blue House,"" ""It's a Big Big World"" features Snook the sloth. He lives in the World Tree with various animal friends including marmosets, a tree frog and an anteater.","https://m.media-amazon.com/images/M/MV5BYjA0MGZmOWEtNzQwZi00ODZhLWJhMjQtYTA5YjAxYTBlMGQ1XkEyXkFqcGdeQXVyODUzMjQxMTA@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.9,It's a Big Big World,324
Two brothers surviving a post apocalyptic world.,"https://m.media-amazon.com/images/M/MV5BNzQzYWY0NmUtMWE0Yi00YTgxLTlkYzQtNmQzNjRmYTdjYjdmXkEyXkFqcGdeQXVyNTczMzE4NA@@._V1_QL75_UY281_CR15,0,190,281_.jpg",5.7,Doomsday Brothers,58
"Emily Jones, shortly after the death of her grandmother, receives an amulet that teleports her to the parallel world of Elvendale, where she befriends four young elves associated with the Classical elements, who assist in her quest to return home, and whom she periodically visits thereafter.","https://m.media-amazon.com/images/M/MV5BMTQ5N2FjMWItMzczMy00ODkyLWEwMTYtYjQwMmM0ODIzMDI1XkEyXkFqcGdeQXVyNjM2NDIwMzQ@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.6,Lego Elves,107
"A dwarf grants the king's wish that everything he touches will turn to gold. When the king finds that he cannot eat, he is no longer happy with the gift. By giving up his worldly property, he finds happiness going from riches to rags.","https://m.media-amazon.com/images/M/MV5BNjZmNjkwOWYtYjA3NC00OWFhLTkwYzktY2Y2ODE4ZDVkODAyXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX190_CR0,1,190,281_.jpg",6.9,The Golden Touch,1.2K
"Set in a cozy seaside town, Remy & Boo explores the unique friendship between an adventurous six-year-old girl and her unique best friend Boo, a big, squishy, pink robot. Fueled by Remy’s indomitable spirit and Boo’s can-do attitude, their days in Dolphin Bay are filled with new adventures, both big and small, powered by their two incredible imaginations.","https://m.media-amazon.com/images/M/MV5BODQ4NWIwZWMtZmE2ZS00MDcxLWI0NTgtNzdjZGQzNDNjNzIwXkEyXkFqcGdeQXVyOTQ2MzUyNDk@._V1_QL75_UX190_CR0,5,190,281_.jpg",8.1,Remy & Boo,49
"Two young wrestlers have the same goal; destroy the Tiger's Den. One tiger walks the path of light, while the other walks the path of shadows.","https://m.media-amazon.com/images/M/MV5BMTc2Mzc4NGYtYjA4OC00MTRhLWFkY2UtYTY5NDBkZTkxOTkyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTc0NzI3MDQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.1,Tiger Mask W,127
The misadventures of three little girls studying to be witches.,"https://m.media-amazon.com/images/M/MV5BMThlOWIxY2ItYmY3Yy00NjY4LTkyNGEtNjlhYTlkMWI0ODQyXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.8,Ojamajo Doremi,604
A strange creature races against time to make the most important and beautiful creation of his life.,"https://m.media-amazon.com/images/M/MV5BZGY3YjBlOWEtNDA3OC00ZTYwLThmNTktNDI1ODE2OTU2NjlkXkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_QL75_UX190_CR0,1,190,281_.jpg",7.8,The Maker,2.6K
"A fat lazy Panda named Zibo dreams of becoming a master of martial arts, but is stuck as a mere cleaner for a dojo. Little does he know that an evil tiger has plans to take over the kingdom, and he must stop him.","https://m.media-amazon.com/images/M/MV5BMTM4NjQ1Mzk3M15BMl5BanBnXkFtZTgwODc5NTA2MDE@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.9,Chop Kick Panda,588
"The Veggie Tales gang tells the story of Joseph and his brothers, set in a Ponderosa-like Western ranch.","https://m.media-amazon.com/images/M/MV5BMTUyMjQyNjgyNV5BMl5BanBnXkFtZTcwNDc2ODYyMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.3,VeggieTales: The Ballad of Little Joe,413
"Set during the Inter High Championships, Shohoku take on Tsukubu, one of this year's dark horses. It's a clash of acquaintances as Anzai will face his former student which is now the coach of Tsukubu, while Akagi & Kogure meet Godai their former classmate and Tsukubu's captain. Finally Sakuragi is irked by the presence of Nango, Tsukubu's center, who vies for Haruko's...","https://m.media-amazon.com/images/M/MV5BZjUyZjcxYTAtNGE4NS00NzEwLWEzZjYtZGNjYTY5YTBlNjEyXkEyXkFqcGdeQXVyNjkzOTk5OTY@._V1_QL75_UY281_CR4,0,190,281_.jpg",8.0,Slam Dunk: Zenkoku Seiha da! Sakuragi Hanamichi,379
"The continuing adventures of Casper, The Ghostly Trio, and the Harveys, based on the popular 1995 movie.","https://m.media-amazon.com/images/M/MV5BMjE2MDY4MDk4OV5BMl5BanBnXkFtZTcwMTUxNjYyMQ@@._V1_QL75_UX190_CR0,16,190,281_.jpg",5.9,Casper,1.1K
A futuristic story about a newly independent female and her maturation into independence. The narrator details the effect her development is having on her relationship with her father.,"https://m.media-amazon.com/images/M/MV5BYjFlYzFjY2MtZDUyYi00NWNkLWE5NjMtOTZjZjU4ZTQ3NGU4XkEyXkFqcGdeQXVyNTY4ODAxODI@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.4,Dareka no manazashi,1.6K
You're not hallucinating... It's legendary toker jokers Cheech & Chong as you've never seen them before - in their very first animated movie.,"https://m.media-amazon.com/images/M/MV5BMjA0MjUyNzc3NF5BMl5BanBnXkFtZTcwNzkzNjQ3NA@@._V1_QL75_UX190_CR0,6,190,281_.jpg",4.8,Cheech & Chong's Animated Movie,891
"Amidst the rain in a singing city, two umbrellas - one blue, one not - fall eternally in love.","https://m.media-amazon.com/images/M/MV5BOGY5ZDA4MDEtNWIzNi00YjkxLWE3Y2EtNmJiNzBhOWEyMWVjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.6,The Blue Umbrella,9.7K
A Super Namekian named Slug comes to invade Earth.,"https://m.media-amazon.com/images/M/MV5BYjY0ODM5MzEtZmY3ZC00YWUwLTlkYjAtNjgyMjAwYTg1NTE5XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.7,Dragon Ball Z: Super Saiya-jin da Son Gokû,5.5K
People who were linked with Mori Kogoro are being attacked or killed according to their names' number sequences.,"https://m.media-amazon.com/images/M/MV5BOTYxZjhmODItNjAxYS00NDk5LWExYjgtNDk0ODJiYzIyMTUyXkEyXkFqcGdeQXVyNjUwMTQ4NjE@._V1_QL75_UY281_CR3,0,190,281_.jpg",7.4,Meitantei Conan: 14 banme no target,2.2K
"Blair Williams is fighting the war against the machines in downtown Los Angeles while tracking down the infamous hacker ""the ghost"" and trying to pursue him to join sides with the resistance.","https://m.media-amazon.com/images/M/MV5BODAyY2JkMWMtZmY1ZS00YmFjLWE3OGEtMjc1MmZmNzM0MWVlXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.3,Terminator Salvation: The Machinima Series,541
Follows a group of five friends in their romantic- and often comedic- adventures.,"https://m.media-amazon.com/images/M/MV5BMzhkYWQ3MzEtZDM4Zi00MzA4LWIzZDctM2UzOTYzMDQyNGQ5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.7,Acchi Kocchi,239
"With the introduction of an ultra-advanced AI that surpasses human intelligence, beings that mankind is yet to fully comprehend made from materials far too advanced for human technology begin coming into being. Lacia, an hIE equipped with a black coffin-shaped device, is one of these. In boy-meets-girl fashion, 17-year-old Arato Endo has a fateful encounter with the a...","https://m.media-amazon.com/images/M/MV5BM2QwYzQyZDgtMTcyNS00ZDAxLThlMDctOTc4OWQxYWRkZDc3XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.7,Beatless,209
Five executives who worked for Nasty Corporation are turned into animals by Father Time. They have to fix all the environmental disasters they've caused in return for gems so that they may become humans again.,"https://m.media-amazon.com/images/M/MV5BZjE2NDU1ZDctNzBhNi00NTcxLWI0NjctMjhiMGNiNDQ1NmJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQ4Mzc0NDU@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.1,YooHoo and Friends,43
When two gas station employees work the graveyard shift and one of the duo shares his candy laced with drugs; the duo are up for a strange and hallucination-filled night,"https://m.media-amazon.com/images/M/MV5BMGM1NTE0MDQtMmJhMi00ZmI4LTgxMDUtZGVhNDI5NzdlNzUzXkEyXkFqcGdeQXVyNDQ5MDYzMTk@._V1_QL75_UY281_CR1,0,190,281_.jpg",7.8,2 in the AM PM,632
It's about sidekicks and fun.,"https://m.media-amazon.com/images/M/MV5BMTQ1MjU0OTU4MV5BMl5BanBnXkFtZTgwNTU4NzcwMzE@._V1_QL75_UY281_CR93,0,190,281_.jpg",4.2,Sidekick,1.1K
"August 1995: Mikiya first meets Shiki in a white kimono during a snowing day. Later on, at the high school freshmen ceremony, Mikiya sees Shiki in the crowd and chases after her, introducing himself to her. But Shiki hides a big secret: A wave of bizarre murders occur around many loose ends, and no suspects. there are still many questions: Who to believe? Who is the m...","https://m.media-amazon.com/images/M/MV5BYTcxYjUwY2YtNDk5OC00OTNmLTgzZWItNDdmODRmYjI0ODBiXkEyXkFqcGdeQXVyNTk1ODMyNjA@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.1,Gekijô ban Kara no kyôkai: Dai ni shô - Satsujin kôsatsu (zen),1.6K
"Dog loves books. He loves the smell of them; he loves the sound of them. But most of all, he loves the stories inside them.","https://m.media-amazon.com/images/M/MV5BOTNkYzMzMjAtOTZlZi00NjE0LTkyZDUtNDNlMGMzNjFhYWQyXkEyXkFqcGdeQXVyMTA0NTY5NjY3._V1_QL75_UY140_CR55,0,140,140_.jpg",7.4,Dog Loves Books,6
A young baby and his toys travel space and time going on amazing adventures in his crib spaceship.,"https://m.media-amazon.com/images/M/MV5BYjYxYTI0ZGMtMjg4NC00ZTAwLTkxMzEtNzM1MWZlMWE4MTExXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR6,0,190,281_.jpg",7.1,Fantastic Max,250
"A huge sphere suddenly began to emit a mysterious spiritual wave in Tengu City and disrupts its peace. A mysterious, beautiful girl showed up at the same time. Secretly, what is her purpose to cast her line of sight to Shido and the others?","https://m.media-amazon.com/images/M/MV5BOTgyNjA5OGEtZDU3MS00ZTBjLWI3MWUtMzE2N2VmOTY2Mzk1XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.5,Gekijouban Dêto a raibu: Mayuri jajjimento,304
"The story about the outcast, Herbert Khaury's rise to stardom as Tiny Tim. Either considered a freak or a genius Tiny Tim left no one unaffected.","https://m.media-amazon.com/images/M/MV5BYjM5MzM3YmEtZWM5Ny00NzU3LTg3Y2UtMmU4MzA0ZTQ4MTI5XkEyXkFqcGdeQXVyODU4OTE0NA@@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.8,Tiny Tim: King for a Day,174
This is the original Clifford cartoon from the 1980s. It was released in 1988 and it was produced by Nelvana.,"https://m.media-amazon.com/images/M/MV5BMTYwOTkzNzczMV5BMl5BanBnXkFtZTcwOTU2NDAyMQ@@._V1_QL75_UX190_CR0,36,190,281_.jpg",6.9,Clifford the Big Red Dog,13
A collection of many Pixar shorts.,"https://m.media-amazon.com/images/M/MV5BYTc0ZDZlYzUtM2E3Zi00NjhjLWE0N2YtZjNhOGY1NDU3MDk2XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UX190_CR0,2,190,281_.jpg",8.1,Pixar Short Films Collection 2,932
"Continuing from the first series, it follows Kraft Lawrence an experienced traveling merchant and his sharp tongued wolf goddess companion Holo on their journey to return to Holo's home to the north called Yoitsu. They make deals, travel between cities, encounter religious fanatics and mostly just do what they have to do to get by.","https://m.media-amazon.com/images/M/MV5BYmViNTY3NTctOTk3MC00NTJmLWIxYjItNWI0YjhhYzBmODA5XkEyXkFqcGdeQXVyMjQ0OTA1Nzc@._V1_QL75_UY281_CR5,0,190,281_.jpg",8.1,Ôkami to kôshinryô II,1.4K
In a world resembling the middle age a girl Riannon is set to be sacrificed to appease a ressurected demon Lord arawn as her brother attempts to rescue her,"https://m.media-amazon.com/images/M/MV5BZjJhYTZhNzItYmIyYy00NmViLWJjNmEtNTVhM2MzMmQ0YWFjXkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_QL75_UY281_CR4,0,190,281_.jpg",6.7,Tiâzu to tiara,174
"In this surreal animated saga, we get to know the tale of Princess Dawn, who must find the Whispering Orchid's cove (and the glass key therein hidden) in order to save her kingdom from the spell of melancholy, which has been placed by the evil Grump. To aid her, Princess Dawn summons young Terry Dexter, a boy from earth, and in their flying machine, accompanied by the...","https://m.media-amazon.com/images/M/MV5BMTMyMzg3NjczM15BMl5BanBnXkFtZTcwMTQzNDEzMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.6,Here Comes the Grump,126
"Tales of the Night weaves together six exotic fables each unfolding in a unique locale, from Tibet, to medieval Europe, to the Land of the Dead. From the imagination of internationally renowned animator Michel Ocelot.","https://m.media-amazon.com/images/M/MV5BMTk2MDgzNTY5NF5BMl5BanBnXkFtZTgwMjcyMDAxMDE@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.9,Les contes de la nuit,1.4K
The series follows the adventures of a young boy named Rai who possesses the rare ability to befriend and duel alongside fantastical creatures from a parallel dimension.,"https://m.media-amazon.com/images/M/MV5BNWZjNWE1MDAtZGZkNS00ZjY2LWFhMWUtMWRlZjliMTQ0ZGM4XkEyXkFqcGdeQXVyOTgwMzk1MTA@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.0,Kaijudo: Rise of the Duel Masters,252
A mouse tells the story of how he guided Benjamin Franklin to success and prominence.,"https://m.media-amazon.com/images/M/MV5BY2YyNzc2YzctNWFhNS00ZDU5LTkxOTctMjA5MzYyYTM5MjMzXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UY281_CR6,0,190,281_.jpg",7.6,Ben and Me,892
"After charming her reclusive grandfather and falling in love with the beautiful mountain he calls home, Heidi is uprooted and sent to Frankfurt where she befriends Klara, a young girl confined to a wheelchair.","https://m.media-amazon.com/images/M/MV5BYjg2Y2E5MjYtMmU0Mi00YmFhLWFiMzUtZTBhOWNmOWU0NDIyXkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.0,Heidi,304
"In a funny, animated family movie with songs, Young Zuzanka, Honzik, and Goat are searching for the children's parents, who the devil has apparently kidnapped to punish them for producing devilishly good goat cheese.","https://m.media-amazon.com/images/M/MV5BMjEwNjEwMTgyOF5BMl5BanBnXkFtZTgwNTEyNTIxMzE@._V1_QL75_UY281_CR11,0,190,281_.jpg",4.4,Kozi pribeh se syrem,105
"A constantly picked-on aquarium fish escapes her yacht home, unaware of the dangers that await her in the open ocean. With the help of other misfit sea creatures, she learns not only how to brave the perils of the deep.","https://m.media-amazon.com/images/M/MV5BNjdkMDgxODMtM2Y3Yy00YTNmLTlhNTQtYjI5NjgyNWE4MTUxXkEyXkFqcGdeQXVyNjYyNDY4MzQ@._V1_QL75_UY281_CR5,0,190,281_.jpg",1.5,Izzie's Way Home,367
Oliver Atton wants to be a professional football player...,"https://m.media-amazon.com/images/M/MV5BYTk2ZWVmMTItY2Q5YS00YjYzLTliMmYtNTUwMzg4OWU0ODg0XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR6,0,190,281_.jpg",7.7,Captain Tsubasa J,1.4K
A young man's life is turned around with the help of a genie inside a lamp.,"https://m.media-amazon.com/images/M/MV5BZTBmYjAzOTYtYWY5NS00ZGM1LWIxMTEtZDI5YjBlZGE2NDE3XkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.0,Aladdin,361
"Adam Seymour ""Queer Duck"" Duckstein (Jim J. Bullock) leaves his lover, Stephen Arlo ""Openly"" Gator (Kevin Michael Richardson), when he becomes enamored of and marries the Nora-Desmondesque Lola Buzzard (Jackie Hoffman).","https://m.media-amazon.com/images/M/MV5BMTMyMzYyOTkzOV5BMl5BanBnXkFtZTcwMTQwMzMzMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",5.4,Queer Duck: The Movie,1K
"During a picnic, Baby Herman follows a beaver into a perilous sawmill - with Roger Rabbit in frantic pursuit.","https://m.media-amazon.com/images/M/MV5BNWU5ZWRjNDAtMTk4Ni00MjdiLWFkNzktMTA0ZTQ0YzAzOTY4XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX190_CR0,6,190,281_.jpg",7.3,Trail Mix-Up,943
"One evening two brothers see what appears to be a UFO in the sky. Whether or not that was the case becomes irrelevant, but it does spark an interest in space and the two brothers make a promise to go to space one day. Now, many years later, the younger brother Hibito is about to realize his dream, while the older brother Mutta just got fired from his job. After an aim...","https://m.media-amazon.com/images/M/MV5BYTEwN2QwMjAtZjA3My00Y2E4LWI1NTctMzJmNTg2YTFjNjA1XkEyXkFqcGdeQXVyMTg2NzgzMDE@._V1_QL75_UX190_CR0,9,190,281_.jpg",8.1,Uchû kyôdai,431
"A starving actor, reduced to trying his luck in the movies, travels to Hollywood. His cat, Felix, poses as a travel bag and comes along.","https://m.media-amazon.com/images/M/MV5BMTA0NzgyODE0MjheQTJeQWpwZ15BbWU2MDA3ODQ3OQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",6.5,Felix in Hollywood,943
"What if we, humans, were to expand beyond the limited bounds of our pale blue dot called planet Earth?","https://m.media-amazon.com/images/M/MV5BMjZkYzA2NWMtMDZjMS00YWUyLWE4ZjItNmM0YWU5YTRjMzM0XkEyXkFqcGdeQXVyNjE1NDkwNDQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.4,Wanderers,1.1K
"Porky and Sylvester spend the night in an old dark house where a cult of killer mice try to eliminate them both. Sylvester tries warning Porky, but he is convinced that Sylvester is a coward.","https://m.media-amazon.com/images/M/MV5BNWRkOTZkNTUtNzU3MS00Nzc5LWFiOTctMGI3NmFmZDljNjI2XkEyXkFqcGdeQXVyMjExNjgyMTc@._V1_QL75_UY281_CR11,0,190,281_.jpg",7.9,Scaredy Cat,1.7K
The adventures of the video game character and his family.,"https://m.media-amazon.com/images/M/MV5BYmRiNjcyNjctMGEwMy00MDk2LWFjNDgtMTQxNDcwNzQyOWExXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.1,Pac-Man,475
An animated children's television series based on the Terry Deary book series of the same name.,"https://m.media-amazon.com/images/M/MV5BMjI3MjMyNjQ2OF5BMl5BanBnXkFtZTgwNTc3OTkwMzE@._V1_QL75_UY281_CR93,0,190,281_.jpg",7.4,Horrible Histories,139
"A massive temporal disaster strikes in the year 2399. Much of the Federation destroyed and Earth is a volcanic wasteland. Desperate to restore the present, Captain Kendra Ronston reunites with her fractured crew, and travels into the past to undo the damage. But waiting for her is the most sinister nemesis the Federation has ever known, and to stop him, she will have ...","https://m.media-amazon.com/images/M/MV5BMDVlMjRlN2QtZmE4NC00ZjliLWIxYTYtZTNkMjgzZDY0NzYwXkEyXkFqcGdeQXVyODc3OTI2MzU@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.1,Star Trek III: Redemption,19
"Night of the Living Dead: REANIMATED features the work of various artists, animators, and filmmakers from around the globe. The mixed media featured include puppetry, CGI, hand-drawn animation, illustration, acrylics, claymation, and even 'animated' tattoos, just to name a few. This mass-collaboration approach is less about remaking Romero's film and more about viewin...","https://m.media-amazon.com/images/M/MV5BMTYyODkwODU4M15BMl5BanBnXkFtZTcwMjEwNzU2Mw@@._V1_QL75_UY281_CR4,0,190,281_.jpg",4.2,Night of the Living Dead: Reanimated,289
OVA of Haiba Lev's beginning days at Nekoma; the Karasuno team try to defeat a video game level,"https://m.media-amazon.com/images/M/MV5BMjNiYjA1MTMtMmU4MS00NjIzLWFiNWEtYTBmODRhYTcwYjkwXkEyXkFqcGdeQXVyNjM1ODI1MjE@._V1_QL75_UX190_CR0,8,190,281_.jpg",7.3,Haikyuu!!: Lev Genzan!,190
"Cocoa Hoto is a positive and energetic girl who becomes friends with anyone in just three seconds. After moving in with the Kafuu family in order to attend high school away from home, she immediately befriends the shy and precocious granddaughter of Rabbit House cafe's founder, Chino Kafuu, who is often seen with the talking rabbit, Tippy, on her head. After beginning...","https://m.media-amazon.com/images/M/MV5BZDZjNDBlMzgtYjZmZi00M2YxLTk3OWQtN2NkOThjNzNkMDM3XkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.0,Gochuumon wa Usagi Desu ka?,265
"Big Big Wolf intrudes into the goat village and is driven away by goats, but he snatches village head's magic carpet. Paddi Goat breaks into the wolf castle by himself to prove his strength, and Pleasant Goat runs for the rescue.","https://m.media-amazon.com/images/M/MV5BYTNmZWI4ZmQtNmMwYy00ZGQ0LTgyYjctYzg2OGJlZmNjZWFkXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_QL75_UY281_CR6,0,190,281_.jpg",3.8,Xi yang yang yu hui tai lang zhi yang nian xi yang yang,26
"Fuse are hybrids between humans and dogs, who live in Japan in the Edo period. It was said that they kill people to feed themselves with their souls. Due to this rumors, the Shogun put a price on their heads. Hamaji is a young huntress, who lives in a rural area of Mutsu. When her grandfather dies, she receives a letter from her brother, who lives in Edo; he says to h...","https://m.media-amazon.com/images/M/MV5BNzc3Mzg0MTItOTFlOC00MTQxLWE4MjItYzkwNzQ0NzhhZTk4XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.9,Fuse: teppô musume no torimonochô,390
