description,poster,rating,title,votes
"Satirical yet educational animated series about a young girl who is secretly the superhero Wordgirl, armed with superhuman strength, abilities, and a skilled vocabulary.","https://m.media-amazon.com/images/M/MV5BM2Y2M2UxYWYtMjVjYS00NjBjLTg4ZDctN2Q3ZDgyODRmNzBiXkEyXkFqcGdeQXVyODg3NDc1OTE@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.9,WordGirl,1.1K
"A short story set in London during the time period of the film 28 Days Later... (2002), told in the form of an animated comic strip.","https://m.media-amazon.com/images/M/MV5BMTk3NTVkMTktYTA4MC00NWU0LWFjNDktZDZiMTNjNzE5MzQ1XkEyXkFqcGdeQXVyMzAzODY0NzE@._V1_QL75_UX190_CR0,6,190,281_.jpg",6.5,28 Days Later: The Aftermath (Chapter 3) - Decimation,395
"The all-powerful Monkey King was imprisoned by the Gods for 500 years, but when a child releases him from his curse, the Monkey King must now save an innocent village from the evil Mountain Lord and his monstrous army.","https://m.media-amazon.com/images/M/MV5BMTQ3Njk1MzAxOF5BMl5BanBnXkFtZTgwNzg2MTI4ODE@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.8,Xi you ji zhi da sheng gui lai,4.1K
A group of strangers come together to work on creating the greatest anime series ever.,"https://m.media-amazon.com/images/M/MV5BNDNiMTQ2YmMtNjNjYS00YjBiLTg4ZGMtZDc3OWYzMjMxZjM2XkEyXkFqcGdeQXVyMTA3OTEyODI1._V1_QL75_UX190_CR0,2,190,281_.jpg",8.2,Eizouken ni wa Te wo Dasu na!,1.2K
Tom and Jerry return with vengeance in this new show.,"https://m.media-amazon.com/images/M/MV5BNGQ5YjJjOWYtNWVlZS00YWIwLTlkMWItY2I5MjY5MWQxY2FjXkEyXkFqcGdeQXVyODk1MjAxNzQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.4,Tom and Jerry Tales,2.5K
"When the world's greatest assassin reaches the end of his life, he is sent by a goddess to be reborn in a magical world and use his skills to save that world.","https://m.media-amazon.com/images/M/MV5BMmFhYjhhNDUtYWRlNi00ZWVmLWJiYjktNWEyNzIyZjUwMGM0XkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_QL75_UX190_CR0,2,190,281_.jpg",8.1,"Sekai Saikou No Ansatsusha, Isekai Kizoku Ni Tensei Suru",60
Canterlot High and a rival school face off in a series of sporting events.,"https://m.media-amazon.com/images/M/MV5BNDdkYmUyMzItODFjMy00NWQ4LThkOWQtNTllNDNjNmU4Yzc2XkEyXkFqcGdeQXVyMTEwOTMwMjk0._V1_QL75_UY281_CR5,0,190,281_.jpg",6.6,My Little Pony: Equestria Girls - Friendship Games,1.7K
Three chimps are sent into space to explore the possibility of alien life when an unmanned space shuttle crash lands on an uncharted planet.,"https://m.media-amazon.com/images/M/MV5BNDU0MDY1OTQzOV5BMl5BanBnXkFtZTcwNzQ3ODI3MQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg",4.5,Space Chimps,11K
A computer programmer is transported to a fantasy world where life is an adventure that's fun and full of girls.,"https://m.media-amazon.com/images/M/MV5BMjc5YWExOTAtMzg0NS00ODZlLTlkYzUtNjkxM2YwMTkwMWYzXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.6,Death March kara Hajimaru Isekai Kyousoukyoku,1.5K
A vampire rabbit likes to drink carrot juice instead of blood to strengthen up his super abilities in new paranormal adventures.,"https://m.media-amazon.com/images/M/MV5BMDQ2OGIwNDAtYjc0MS00MzIwLTgxNjktNWU4YjM2MDgxYmNiXkEyXkFqcGdeQXVyOTE4NzcwNzI@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.1,Bunnicula,499
"Set in 1955, the anime follows the story of seven teenagers locked in a reformatory, waiting for a ray of light in a daily hell of suffering and humiliation, focusing especially on how they faced the life once regained freedom.","https://m.media-amazon.com/images/M/MV5BMmI0ODEzMWItMThiMS00YzIyLTg5YjAtNTljNjUxMGU4NzBhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR10,0,190,281_.jpg",8.3,Rainbow: Nishakubou no shichinin,2.2K
A girl is involuntarily engaged to a boy who turns female when hit with cold water and male when hit with hot.,"https://m.media-amazon.com/images/M/MV5BMDQ0OGEwNDItNzVmZi00NGI0LTk3YWUtNmQzN2Y1YzYwY2NmXkEyXkFqcGdeQXVyNzA5NjUyNjM@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.9,Ranma ½,4.9K
"One day Nobita Nobi found a old stuffed bear which his grandmother gave it to him. Nobita decided to go back in time to meet his grandmother. Grandma accepts Nobita's belief that he is a young child who has suddenly arrived. Nobita' s grandmother said ""I want to see your bride once."" And from this one sentence of grandma Doraemon and Nobita's big blasphemy begins. Nob...","https://m.media-amazon.com/images/M/MV5BMzQ2MzJmZGMtZjhmNS00MGUyLWJjOGMtYzVmMTg4OTA2YzZkXkEyXkFqcGdeQXVyMTEwMjgyMzIz._V1_QL75_UY281_CR5,0,190,281_.jpg",7.9,Stand by Me Doraemon 2,2.4K
"Straw Hat Pirates must save their navigator and stop the legendary Pirate, Shiki the Golden Lion from conquering East Blue.","https://m.media-amazon.com/images/M/MV5BMmIyNGQ3NmEtNGZkNi00MDFhLThhOTMtYjEyN2U1OTc1MjBlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR8,0,190,281_.jpg",7.6,Wan pisu firumu: sutorongu warudo,5K
"A practitioner of the deadly martial art ""Hokuto Shinken"" allies with two children and an expert in ""Nanto Suicho-Ken"" to fight against the rivals who kidnapped his lover and threaten the prosperity of mankind.","https://m.media-amazon.com/images/M/MV5BM2Q4NGQ4N2QtMzNlZi00YWQ2LWJiNzUtMjAzOGQ2YzMyMDA4XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.2,Hokuto no Ken,6.6K
"An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.","https://m.media-amazon.com/images/M/MV5BNzA3MTA0Mjk1M15BMl5BanBnXkFtZTcwNTE0NTQ0MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",4.5,Happily N'Ever After,11K
"The Chihuahua and Cat duo return for more adventures, but this time they are more adult-oriented.","https://m.media-amazon.com/images/M/MV5BMTRhNzZlYTMtOGQwMi00NzBhLWI4YTgtYmU2MDBkZWUzM2MxXkEyXkFqcGdeQXVyODUxMTE5NjU@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.5,Ren & Stimpy 'Adult Party Cartoon',1.6K
The classic Roald Dahl tale gets a modern twist when Tom and Jerry enter the amazing world of Willy Wonka's Chocolate Factory.,"https://m.media-amazon.com/images/M/MV5BOWM5OGVjZDQtMzY5Ny00ODRhLWIzNTQtYjdiMjcwZTYzNGFhXkEyXkFqcGdeQXVyNzUzNzkxMjM@._V1_QL75_UY281_CR6,0,190,281_.jpg",4.6,Tom and Jerry: Willy Wonka and the Chocolate Factory,1K
"In a non-human area called Animal Town lives a 5-year-old bunny rabbit named Elinor, who teaches preschoolers ages 1 to 4 the basics of helping the community and discovering how plants, bugs and animals do the same.","https://m.media-amazon.com/images/M/MV5BN2VkN2VlZDYtODk4YS00Mjc2LWJhMTEtYzc1ZGJlYmZmOTFiXkEyXkFqcGdeQXVyMjg1NTQ1NzY@._V1_QL75_UX190_CR0,2,190,281_.jpg",8.4,Elinor Wonders Why,59
"Makoto Itou has a crush on Kotonoha Katsura, who rides the same train as him daily. Following urban legend, he sets her photo as his phone wallpaper - a love charm. When classmate Sekai Saionji notices, it seems his luck really does change.","https://m.media-amazon.com/images/M/MV5BMmUzOTY4ZmQtYzQyMS00OTkwLTkyOTQtMjVkMDBlMjkwZmE5L2ltYWdlXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UY281_CR6,0,190,281_.jpg",5.9,Sukûru deizu,2.2K
TJ and company must save summer vacation from disappearing forever.,"https://m.media-amazon.com/images/M/MV5BN2M5NDQ2YjktNmI0Zi00ODBmLWIyZGQtYTk3Y2EyYTM0ZTUzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY281_CR2,0,190,281_.jpg",6.6,Recess: School's Out,10K
"Medical student Mark Curry's world is turned upside down when he meets Ike Harris, a man who believes that he is part of a centuries-old race of super-powered beings put here on Earth by aliens to preserve and safeguard the planet, and even crazier, tries to convince Mark that he is one too.","https://m.media-amazon.com/images/M/MV5BNGE3ODRjMDYtMThkOC00MDBiLWJkNGQtMTg0MDcyNDI3ODVmXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR6,0,190,281_.jpg",6.3,Eternals,126
The story of a teenager and his quest to become the best blader in the world.,"https://m.media-amazon.com/images/M/MV5BMjAxYjZkMDUtZmJkZi00NDdmLWIyZjgtZGQ2NjYwMzE1ZTkwXkEyXkFqcGdeQXVyNDI3MzQyOTM@._V1_QL75_UY281_CR16,0,190,281_.jpg",6.2,Metaru Faito Beibureedo,1.4K
"The story of Bambi growing up in the care of his father, The Great Prince of the Forest.","https://m.media-amazon.com/images/M/MV5BMTYxMTIxNTM0MF5BMl5BanBnXkFtZTcwMTQ1MDgzMQ@@._V1_QL75_UX190_CR0,30,190,281_.jpg",6.1,Bambi II,10K
A popular manga creator becomes enmeshed in paranormal events while conducting research.,"https://m.media-amazon.com/images/M/MV5BYjU1Y2IxNjgtOWI0Mi00MTMzLWJiZmMtNWRhZTk4YTlkOWUxXkEyXkFqcGdeQXVyNDk3MzMwMTI@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.6,Thus Spoke Kishibe Rohan,799
"A story from the age of valiant knights, beautiful princesses, and evil sorcerers. Ruslan, an artist who dreams of becoming a knight, meets and falls in love with the beautiful Mila, without realizing that she is the King's daughter.","https://m.media-amazon.com/images/M/MV5BOTUyYmZhNzktNGJiOS00NDZlLWJmY2MtYTMzZjM5NGZmOGVhXkEyXkFqcGdeQXVyODQwNTU3MjU@._V1_QL75_UY281_CR4,0,190,281_.jpg",6.1,Vykradena pryntsesa: Ruslan i Lyudmyla,2.3K
"Your journey to rule the throne of Albion begins fifty years after the events of the last chapter, and you play as the child of your hero from Fable II (2008).","https://m.media-amazon.com/images/M/MV5BMTU3NDM5MjA3NF5BMl5BanBnXkFtZTgwMDk2NzE2MDE@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.4,Fable III,2.6K
"After losing both parents in a fatal plane crash, teenager Ryuuichi Kashima must adjust to his new life as the guardian of his younger brother Kotarou. Although Ryuuichi is able to maintain a friendly and kindhearted demeanor, Kotarou is a reserved toddler still too young to understand the reality of the situation. At their parents' funeral, they are approached by You...","https://m.media-amazon.com/images/M/MV5BOTBjYTJiZTktOTQ0Ni00OTdhLThhN2EtNzQwN2RjY2VjN2FlXkEyXkFqcGdeQXVyNjUyNjQ2OTI@._V1_QL75_UX190_CR0,1,190,281_.jpg",7.7,Gakuen Bebishittazu,568
A daring parrot recounts how Robinson Crusoe came to be stranded on a tropical island.,"https://m.media-amazon.com/images/M/MV5BMjA4OTE0MjAwNl5BMl5BanBnXkFtZTgwMjY4Mzg2OTE@._V1_QL75_UX190_CR0,6,190,281_.jpg",5.4,Robinson Crusoe,6K
"Polly is often told she is ""TOO LITTLE"" to do the things she wants to do, but Polly proves what every kid knows - that being little isn't a limitation; IT'S HER GREATEST STRENGTH. When Polly Pocket inherits a magic locket that allows her to shrink to 4"" tall, she embraces her pocket-sized powers and finds the upside of shrinking is BIG ADVENTURES and making a BIG DIFF...","https://m.media-amazon.com/images/M/MV5BNGQzZTZkYmEtNmFiOS00MDE1LTgzN2QtOWU5NzAxNWE0YmE3XkEyXkFqcGdeQXVyOTA1ODU0Mzc@._V1_QL75_UY281_CR18,0,190,281_.jpg",6.6,Polly Pocket,96
"""Student Bodies"" is the weekly newspaper at fictional Thomas A. Edison High School, where this teenage sitcom takes place. It mixes real-life characters with cartoon segments in between portraying the small but close group of friends behind the publication.","https://m.media-amazon.com/images/M/MV5BYWNlZjNkM2QtNDMyZi00ZTY3LTk0MDMtMDU4N2UxMzhiMDZhXkEyXkFqcGdeQXVyMjE5MjEyNjM@._V1_QL75_UY281_CR48,0,190,281_.jpg",6.3,Student Bodies,825
A squadron of giant robot pilots of a beleaguered Earth colony bring the war to their oppressive home planet.,"https://m.media-amazon.com/images/M/MV5BNjAyNWU3ZjMtMDg2Yi00NzFkLTk5NTEtMTM0NDdhN2QxMmU2XkEyXkFqcGdeQXVyMTI0MzA4NTgw._V1_QL75_UY281_CR5,0,190,281_.jpg",8.1,Shin kidô senki Gundam W,4.4K
"Set before the events of Pixar's Soul (2020), 22 refuses to go to Earth, enlisting a gang of five other new souls in her attempt at rebellion.","https://m.media-amazon.com/images/M/MV5BNTk5YTcwYzktZWU0Yy00YmZiLWJlZGQtZDQ1ZjIwOTFkMDQzXkEyXkFqcGdeQXVyMTE5NDQ1MzQ3._V1_QL75_UX190_CR0,0,190,281_.jpg",6.5,22 vs. Earth,3.1K
Build your dream Cookie Kingdom and reclaim against the evil that lingers in the shadows. Fresh out of the oven and from the Cookie Run: OvenBreak creators comes Cookie Run: Kingdom.,"https://m.media-amazon.com/images/M/MV5BZDdiN2JmYzUtZjNjZS00NTdlLTg5ODUtNGIyMzk2YWRjMDI1XkEyXkFqcGdeQXVyMTMwOTQxNzA4._V1_QL75_UY281_CR11,0,190,281_.jpg",8.5,Cookie Run: Kingdom,15
Tinker Bell journey far North of Never Land to patch things up with her friend Terence and restore a Pixie Dust Tree.,"https://m.media-amazon.com/images/M/MV5BYTJlNzM1ODMtMjRkYy00NWU5LWExNTAtMzE4ZWE2OTVmZjdkXkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.7,Tinker Bell and the Lost Treasure,10K
The story of four generations of a Russian Jewish immigrant family of musicians whose careers parallel the history of American popular music in the 20th century.,"https://m.media-amazon.com/images/M/MV5BNDIwZTcxMGMtN2U5Mi00ZDU3LWE1ZTktMjllZjNhNTFiNDQwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,1,190,281_.jpg",7.2,American Pop,4.6K
"Peter Rabbit and his two best friends, Benjamin and Lily, have a knack for finding adventure, and often trouble, in the most unexpected places.","https://m.media-amazon.com/images/M/MV5BMzY5ZDc1M2YtZTlhYi00NDA2LTgxZTMtZmFiZGZlZjdjMTFiXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR5,0,190,281_.jpg",5.6,Peter Rabbit,506
"In the year 199X, human civilization has been all but destroyed by a nuclear holocaust. In an age where the strong rule over the weak, the survivors of the fallout struggle over the remaining supply food and water left. Kenshiro, successor to an ancient, deadly martial art known as Hokuto Shinken (Fist of the North Star), wanders the wasteland with seven scars in the ...","https://m.media-amazon.com/images/M/MV5BMGNmMTE0MDktYjY1OC00MmQ3LTgwNDItYzc2ZDQzYjc1MGRhXkEyXkFqcGdeQXVyNzQzNzQxNzI@._V1_QL75_UY281_CR17,0,190,281_.jpg",8.3,Hokuto No Ken,2.9K
One fish must find his destiny to save his home and the love of his life from a bullying shark.,"https://m.media-amazon.com/images/M/MV5BMTcwMjQzMjcyOF5BMl5BanBnXkFtZTcwNTYyNTQ0MQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",4.2,Shark Bait,4K
"This comic, set in the world of SAW goes back in time to explore the events that spurred the transformation of mild-mannered John into the monstrous Jigsaw.","https://m.media-amazon.com/images/M/MV5BNjg3MzQxZTEtNDUxMS00NjNmLWFlZWUtOWJjM2YxZjlmODMzXkEyXkFqcGdeQXVyMTE0NzQxOTEx._V1_QL75_UX190_CR0,7,190,281_.jpg",6.0,Saw Rebirth,1.9K
"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.","https://m.media-amazon.com/images/M/MV5BMzQ5NzdkOWEtNjg3Yi00NzY1LWE1NzItOWFiOGFiYzRiYmJjXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_QL75_UX190_CR0,0,190,281_.jpg",5.6,All Dogs Go to Heaven 2,5.9K
"""Weak Legs"" Kenichi Shirahama would rather spend his time reading self improvement books than fighting.","https://m.media-amazon.com/images/M/MV5BMWVkYTM1ZWQtNzY0NC00MGNmLTk4YmItZTc4OGQ4NTQxZDAyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc2NjA5MTU@._V1_QL75_UY281_CR1,0,190,281_.jpg",8.1,Shijou Saikyou no Deshi Kenichi,2K
"Seems to be in a post apocalyptic world: a weary woman finds shelters , where she is faced by excruciating but also soothing situations.","https://m.media-amazon.com/images/M/MV5BZTU5YjYxMGEtM2ViZi00OTlkLTllYzctNzE3MDY3ODQ3MTg2XkEyXkFqcGdeQXVyMjM3NTU0NTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.0,ADAM: Episode 3,823
A former Marine stands in the way of the Straw Hat Pirates.,"https://m.media-amazon.com/images/M/MV5BNWEyZTYzZDYtMzQ0Zi00MjMzLThjMWUtNzYyMzdiZDk0MzBiXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",7.9,One Piece Film Z,6.4K
"Jerrica Benton is secretly the leader of the glamorous and exciting music group, Jem and the Holograms.","https://m.media-amazon.com/images/M/MV5BMGMwYjg0ZWEtZTgwMS00ZjU3LWIzZjMtYTM5MzUyNjY2MWM3XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UY281_CR5,0,190,281_.jpg",7.4,Jem,2.6K
A lovable but introverted penguin named Hubie (Martin Short) plans to present his betrothal pebble to the bird of his dreams.,"https://m.media-amazon.com/images/M/MV5BMTQxMjE0MzAxM15BMl5BanBnXkFtZTcwNjAwMDU2NA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",5.7,The Pebble and the Penguin,4.9K
"When a weary and discouraged Santa Claus considers skipping his Christmas Eve run one year, Mrs. Claus and his elves set out to change his mind.","https://m.media-amazon.com/images/M/MV5BMTUxMTkyMzIzMV5BMl5BanBnXkFtZTYwMjcwNjA5._V1_QL75_UY281_CR3,0,190,281_.jpg",7.7,The Year Without a Santa Claus,8.8K
"After the death of their parents, Haru and his twin sister Sora move to the country.","https://m.media-amazon.com/images/M/MV5BZTQ5MzhlZGYtOTU4ZS00NmI5LWFmZmQtZTg1MWExMmE5YjljXkEyXkFqcGdeQXVyNTc3MDU1MTU@._V1_QL75_UY281_CR3,0,190,281_.jpg",6.3,Yosuga no sora,1.1K
Follows a grandmother who is caught between her two favorite things when her granddaughter is unexpectedly dropped off during the day she was planning to spend watching her favorite TV show.,"https://m.media-amazon.com/images/M/MV5BMDMwN2YwYjMtNDZhNS00OTkyLTkxYWUtM2I0NGY0NWEyZTg3XkEyXkFqcGdeQXVyODQ4MjU1MDk@._V1_QL75_UY281_CR18,0,190,281_.jpg",6.7,Nona,306
"An ordinary family is put to the test as a series of massive earthquakes throw Japan into total mayhem. From director Masaaki Yuasa (Devilman Crybaby), the first anime adaptation of the bestselling science fiction novel by Sakyo Komatsu.","https://m.media-amazon.com/images/M/MV5BNGE2YTNmZDktZDY4MC00YWIzLTlkZDItY2JkODM3NzVkN2MyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,0,190,281_.jpg",6.4,Nihon Chinbotsu 2020,2.7K
From executive producer Stephen Colbert comes this hilarious animated workplace comedy where the office is oval. It's a character study in search of character and a timely political send-up of our forty-fifth president.,"https://m.media-amazon.com/images/M/MV5BMTczZWU5ZmYtMWVjMi00Yzg1LWE2ZjgtYmEzYWE3MDlmMTAzXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_QL75_UY281_CR11,0,190,281_.jpg",5.1,Our Cartoon President,3.5K
"The Mane Six travel to Hope Hollow, where they find the town and all of its inhabitants devoid of color. This encourages them to solve the mystery and return the 'rainbow' to the Rainbow Festival.","https://m.media-amazon.com/images/M/MV5BMDc2ZjIyYTctZjkzYS00MWQyLTg5ZDAtOGM1ODVkOGJmOWZjXkEyXkFqcGdeQXVyMjI4NjA4OTg@._V1_QL75_UX190_CR0,2,190,281_.jpg",7.7,My Little Pony: Rainbow Roadtrip,422
Naruto and his team are hired to protect a young actress from three rogue warriors in the Land of the Snow.,"https://m.media-amazon.com/images/M/MV5BYWFkMTJjODEtMjY2NC00OGRiLThkYjMtMzBjMzVhY2FlZTEyXkEyXkFqcGdeQXVyNjYwMjkwMjg@._V1_QL75_UY281_CR5,0,190,281_.jpg",6.7,Gekijô-ban Naruto: Daikatsugeki! Yukihime ninpôchô dattebayo!!,6.3K
"Azusa Aizawa, a 27 years old woman, died on work site due to overworking. She has the possibility to reincarnate, and so she plans to live a chilling and calm life. But will she be able to be relaxed?","https://m.media-amazon.com/images/M/MV5BMjRjZDM0ODAtZDdmYy00YWY3LTlmNmItZjJkZmRmMDNmNGNiXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,2,190,281_.jpg",6.4,I've Been Killing Slimes for 300 Years and Maxed Out My Level,469
An office worker meets the girl of his dreams and uses a fleet of paper airplanes to get her attention.,"https://m.media-amazon.com/images/M/MV5BMTM4ODg0MzM0MV5BMl5BanBnXkFtZTcwNDY2MTc3Nw@@._V1_QL75_UY281_CR2,0,190,281_.jpg",8.3,Paperman,32K
A perfect couple struggles under a secret longing each has for someone else.,"https://m.media-amazon.com/images/M/MV5BMDA4ZjY5NGEtZjI2Ni00MjYwLWE0NGItN2JhMzU3Mzc2ZmQ2L2ltYWdlXkEyXkFqcGdeQXVyMzgxODM4NjM@._V1_QL75_UX190_CR0,6,190,281_.jpg",6.8,Scum's Wish,1.5K
"Eddie Riggs, a roadie, is transported to a fantasy world inspired by the artwork of heavy metal album covers, and becomes the world's savior, leading the down-trodden humans against a range of supernatural overlords.","https://m.media-amazon.com/images/M/MV5BNzU5YWZkODQtM2UxNS00NjAxLWEzOTgtODc3NjgxMTE2ODdmXkEyXkFqcGdeQXVyMTk2OTAzNTI@._V1_QL75_UY281_CR9,0,190,281_.jpg",8.0,Brütal Legend,1.9K
